Troquel, Codigo de barras, Codigo de barras 2, Descripcion, Descripcion extendida, Rubro, SubRubro, Cod.Labo, Laboratorio, Costo s/IVA, Vigencia, Fecha Alta
399784, 7798021110060, 7798021110060, NITEREY 0.05  CR X 30 GR, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 24080.350, 30/04/2025, 
404442, 7798021110022, 7798021110022, PB GEL 5  GEL X 60 GR, , ESPECIALIDADES, , 622, LAGOS LAB. ARG. S.R.L., 40332.000, 17/03/2025, 
404749, 7794220000584, 7794220000584, CASODEX 50 X 28 CMP, , ESPECIALIDADES, , 14, ASTRA-ZENECA S.A., 305360.170, 02/07/2025, 
412213, 7798021293565, 7798021293565, BETAMAT CREMA 15 G, , ESPECIALIDADES, , 9971, LAFEDAR, 7086.740, 20/06/2025, 05/07/2024
416108, 7798021110152, 7798021110152, TRIXNE 30 TOA, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 13981.890, 30/04/2025, 
418723, 7798163340097, 7798163340097, NERO 30 CMP, , ESPECIALIDADES, , 1820, VALAR, 19520.500, 29/05/2025, 
420282, 7798015780477, , TYPHIM VI JER X 1 DS, , ESPECIALIDADES, , 1374, SANOFI  PASTEUR S.A., 97486.140, 01/07/2025, 15/01/2020
421932, 7798163340103, 7798163340103, IDULEA C/ADHE X 10 ML, , ESPECIALIDADES, , 1820, VALAR, 28934.000, 29/05/2025, 
422642, 7798084684744, 7798084684744, TORGYN 7 OV, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 19287.170, 17/06/2025, 
422681, 7796285047320, 7796285047320, LISOVYR UNG X 10 GR, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 12083.490, 25/06/2025, 
422682, 7798163340134, 7798163340134, IDULEA UNG DER X 10 GR, , ESPECIALIDADES, , 1820, VALAR, 6900.790, 07/06/2024, 
423411, 7798006870323, 7798006870323, ACTHEL GEL 40 AMP+JER+AG, , ESPECIALIDADES, INSULINAS, 9949, GP PHARM, 170068.340, 06/02/2025, 
424322, 7798412340151, 7798163340110, NERO 40 X 6 AMP, , ESPECIALIDADES, , 1820, VALAR, 29381.500, 29/05/2025, 
428913, 7798095330135, 7798095330135, C86 SH X 120 ML, , ESPECIALIDADES, , 861, VALUGE S.A., 15078.110, 01/07/2025, 
430886, 7795380004153, 7795380004153, IKOLAN CR X 50 GR, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 6079.580, 19/06/2025, 
431346, 7798015780514, , AVAXIM 160 JER X 0.5 ML, , ESPECIALIDADES, INSULINAS, 1374, SANOFI  PASTEUR S.A., 147645.180, 01/07/2025, 15/01/2020
431354, 7798015780149, 7798015780149, STAMARIL 1 AMP, , ESPECIALIDADES, INSULINAS, 1374, SANOFI  PASTEUR S.A., 210421.330, 01/07/2025, 
433888, 7795360002650, 7795360002650, RIFAMICINA G KLON PDAX20G, , ESPECIALIDADES, , 1436, KLONAL S.R.L., 7204.810, 25/11/2024, 
434221, 7791909360496, 7791909360496, ERNEX 10 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 9619.960, 26/06/2025, 
434222, 7791909360328, 7791909360328, ERNEX 20 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 16076.500, 26/06/2025, 
437758, 7795360001783, 7795360001783, KLONALOL GTS X 5 ML, , ESPECIALIDADES, , 1436, KLONAL S.R.L., 9197.330, 12/05/2025, 
438433, 7795360001981, 7795360001981, KLONATROPINA GTS X 5 ML, , ESPECIALIDADES, , 1436, KLONAL S.R.L., 11733.550, 12/05/2025, 
438623, 7798376720532, 7798376720532, PROPECIA 30 CMP, , ESPECIALIDADES, , 582, ORGANON ARGENTINA S.A., 88912.500, 01/07/2025, 
438862, 7795314022154, 7795314022154, HALOPIDOL 1 X 100 CMP, , PSICOF.LISTA 4, , 401, JANSSEN-CILAG, 20308.460, 17/06/2025, 
439013, 7795314892061, 7795314892061, HALOPIDOL 5 X 5 AMP X 1ML, , PSICOF.LISTA 4, , 401, JANSSEN-CILAG, 45556.870, 17/06/2025, 
440470, 7798021110183, 7798021110183, GLYTOP F CR X 30 GR, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 19572.740, 30/04/2025, 
440496, 7798021110176, 7798021110176, GLYTOP CR X 30 GR*, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 17031.711, 30/04/2025, 
442088, 7798051850059, 7798051850059, TIOMICOL SOL X 12 ML, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 68918.130, 22/05/2025, 
443218, 7798021110206, 7798021110206, DESOPLUS EMU X 130 ML, , ESPECIALIDADES, , 622, LAGOS LAB. ARG. S.R.L., 49555.000, 17/03/2025, 
445116, 7795314026213, 7795314026213, HALOPIDOL GTS x 30 ML, , PSICOF.LISTA 4, , 401, JANSSEN-CILAG, 19170.860, 17/06/2025, 17/11/2015
447541, 7795372459435, 7795372459435, BECEDE 0.5 MG X 30 CMP, , PSICOF.LISTA 4, , 853, VANNIER S.A., 4598.210, 27/05/2025, 09/01/2025
447864, 7791763338433, 7791763338433, CALCITRIOL MEGALABS 30CMP, , ESPECIALIDADES, , 693, RAYMOS MEGALABS ARGENTINA, 24116.750, 01/07/2025, 
448169, 7795360001738, 7795360001738, BROMEXIDRIL JAR X 120 ML, , ESPECIALIDADES, , 1436, KLONAL S.R.L., 10024.960, 25/03/2025, 
449076, 7795368547368, 7795368547368, NEWCLAR X 10 ML, , ESPECIALIDADES, , 619, POEN LAB. S.A.C.I., 9840.000, 19/06/2025, 16/07/2018
450057, 7792796472729, 7792796472729, ADENOSINA BIOL IV X 10AMP, , ESPECIALIDADES, , 66, INST.BIOLOGICO ARG.SACI., 71471.969, 17/04/2025, 
453407, 7795372459664, 7795372459664, LOSARTAN VANNI 50X30 CMP, , ESPECIALIDADES, , 853, VANNIER S.A., 19010.200, 27/05/2025, 20/07/2022
453580, 7792796472736, 7792796472736, NORADRENALINA 10 AMP, , ESPECIALIDADES, , 66, INST.BIOLOGICO ARG.SACI., 83046.258, 17/04/2025, 
453738, 7795372459411, 7795372459411, ACIDO FOLICO VANNI 1X30CM, , ESPECIALIDADES, , 853, VANNIER S.A., 12570.020, 27/05/2025, 
453887, 7795372460189, 7795372460189, TRAMAL LONG 100 X 10 CMP, , ESPECIALIDADES, INHAB.PERSONAL, 853, VANNIER S.A., 14466.840, 27/05/2025, 
457657, 7795372460868, 7795372460868, DIFENHIDRAMINA JAR X100ML, , ESPECIALIDADES, , 853, VANNIER S.A., 8025.520, 27/05/2025, 09/01/2025
457813, 7792796475966, 7792796475966, SPASMEX 15 X 30 CMP, , ESPECIALIDADES, , 66, INST.BIOLOGICO ARG.SACI., 34939.809, 10/06/2025, 
458259, 7795372459718, 7795372459718, SIMVASTATIN VANNI 10X30 C, , ESPECIALIDADES, , 853, VANNIER S.A., 17002.211, 27/05/2025, 14/06/2023
458267, 7795372459732, 7795372459732, SIMVASTATIN VANNI 20X30 C, , ESPECIALIDADES, , 853, VANNIER S.A., 23132.200, 27/05/2025, 14/06/2023
462292, 7798023471992, 7798023471992, VERRUCLEAN TOP X 15 ML, , ESPECIALIDADES, , 158, LDA, 19384.210, 21/04/2025, 
462781, 7790375000387, 7790375000387, AKINETON 20 CMP, , ESPECIALIDADES, , 222, BAGO LABORATORIOS, 8871.730, 18/06/2025, 
462782, 7790375000394, 7790375000394, AKINETON 60 CMP, , ESPECIALIDADES, , 222, BAGO LABORATORIOS, 23841.600, 18/06/2025, 
463521, 7795375600506, 7795375600506, MENSALGIN 20 CMP, , PSICOF.BOLETA, , 804, SOUBEIRAN CHOBET, 5369.770, 05/06/2025, 
468208, 7798021110374, 7798021110374, TRIXNE 4  GEL X 30 ML*, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 17642.320, 30/04/2025, 
470120, 7798028700288, 7798028700288, NATURA FENAC X 5 ML, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 10285.030, 01/07/2025, 
471847, 7798021111036, 7798021111036, TARGEL SH A/SEBO X 155 ML, , ESPECIALIDADES, , 622, LAGOS LAB. ARG. S.R.L., 34013.000, 08/11/2024, 
472035, 7795372460134, 7795372460134, GEMFIBROZIL VANNI 600X30C, , ESPECIALIDADES, , 853, VANNIER S.A., 32151.240, 27/05/2025, 14/06/2023
472043, 7795372460585, 7795372460585, GEMFIBROZIL VANNI 900X30C, , ESPECIALIDADES, , 853, VANNIER S.A., 44131.539, 27/05/2025, 13/07/2023
473398, 7792796476055, 7792796000830, BIASCOR 200 X 20 CMP, , ESPECIALIDADES, , 66, INST.BIOLOGICO ARG.SACI., 15259.680, 10/06/2025, 
473413, 7792796476048, 7792796476048, BIASCOR 10 AMP X 4 ML, , ESPECIALIDADES, , 66, INST.BIOLOGICO ARG.SACI., 74139.633, 19/05/2025, 
474990, 7795372458896, 7795372458896, CLONER GTS 2.5 MG X 20 ML, , PSICOF.LISTA 4, , 853, VANNIER S.A., 10989.820, 27/05/2025, 28/08/2024
475500, 7795372461056, 7795372461056, ODONTOCALM GEL TOP 15 G, , ESPECIALIDADES, , 853, VANNIER S.A., 8700.000, 27/05/2025, 06/07/2023
478778, 7795309002697, 7795309002697, CHORAPUR 5000UI 3AMP+LIOF, , ESPECIALIDADES, , 260, FERRING LABORAT. S.A., 322490.370, 01/07/2025, 02/02/2024
479429, 7798028700325, 7798028700325, FLORAXINA GTS X 5 ML, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 6658.220, 01/07/2025, 
479809, 7794207084071, 7793569000590, VITACORTIL CR X 20 GR, , ESPECIALIDADES, , 591, OFAR SOC. ANONIMA, 9528.000, 02/07/2025, 
483834, 7794428011856, 7794428011856, UROTOTAL 30 CMP, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 28894.050, 29/05/2025, 
484301, 7791984000232, 7791984000232, ADEROGYL 1 AMP, , ESPECIALIDADES, , 527, MILLET S.A.C.I., 12982.870, 04/07/2025, 
484329, 7798050060374, 7798050060374, SULFADIAZINA DENV CRX50GR, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 9938.360, 01/07/2025, 
485830, 7794428010095, 7794428010095, METASON LOC X 30 ML, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 11928.060, 29/05/2025, 
485856, 7794428010132, 7794428010132, METASON NASAL AER X 120DS, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 14682.020, 29/05/2025, 
486896, 7795375600520, 20, PLATSUL A 10 GASAS, , ESPECIALIDADES, , 804, SOUBEIRAN CHOBET, 20792.070, 20/03/2025, 
489011, 7798006300066, 7798006300066, BIDEON GTS X 10 ML, , ESPECIALIDADES, , 251, FECOFAR ESP, 6894.430, 27/06/2025, 
490160, 7798021110381, 7798021110381, SALPAD 6  GEL X 30 GR, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 17777.100, 30/04/2025, 
490186, 7798021110398, 7798021110398, SALPAD 2  X 30 SOB, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 16865.740, 30/04/2025, 
492132, 7798074620127, 7798074620127, AMOXI 500 MAR JAR X 105ML, , ESPECIALIDADES, , 508, MAR LAB., 8560.000, 17/06/2025, 
494394, 7795375601046, 7795375601046, MENSALGIN FTE 30 CMP, , PSICOF.BOLETA, , 804, SOUBEIRAN CHOBET, 16524.070, 05/06/2025, 26/03/2020
497165, 7798015780934, , TETRAXIM JER X 0.5 ML, , ESPECIALIDADES, , 1374, SANOFI  PASTEUR S.A., 296127.050, 01/07/2025, 15/01/2020
497578, 7795372001450, 7795372001450, TRIMEBUTINA 200 MG X 20 C, , ESPECIALIDADES, , 853, VANNIER S.A., 11744.510, 27/05/2025, 09/01/2025
499331, 7798016922869, 7795312108225, HIDROTISONA 10 X 30 CMP, , ESPECIALIDADES, , 846, EUROFARMA ARG. S.A., 17358.330, 28/06/2025, 
499505, 7798021297112, 7798021297112, RIFAMICYN SPRAY 30 ML, , ESPECIALIDADES, , 9971, LAFEDAR, 18422.780, 20/06/2025, 26/03/2024
500377, 7795375600599, 7795375600599, AMZIAX 0.5 X 30 CMP, , PSICOF.LISTA 4, , 804, SOUBEIRAN CHOBET, 5811.350, 05/06/2025, 
500382, 7795375600605, 7795375600605, AMZIAX 1 X 30 CMP, , PSICOF.LISTA 4, , 804, SOUBEIRAN CHOBET, 9004.900, 05/06/2025, 
500398, 7795375600612, 7795375600612, AMZIAX 2 X 30 CMP, , PSICOF.LISTA 4, , 804, SOUBEIRAN CHOBET, 13971.520, 05/06/2025, 
500732, 7798015781009, , PENTAXIM 1 DS, , ESPECIALIDADES, , 1374, SANOFI  PASTEUR S.A., 342764.310, 01/07/2025, 15/01/2020
502951, 7792796476222, 7792796476222, VITA K BIOL 10 X 3 AMP, , ESPECIALIDADES, , 66, INST.BIOLOGICO ARG.SACI., 16886.690, 10/06/2025, 
504796, 7795372459206, 7795372459206, SERVANTAX VANNI 50 X 30 C, , PSICOF.LISTA 4, , 853, VANNIER S.A., 21977.440, 27/05/2025, 10/06/2023
505404, 7798006301803, 7798006301803, IGLODINE GEL X 50 GR, , ESPECIALIDADES, , 251, FECOFAR ESP, 7381.930, 27/06/2025, 
506164, 7798092890441, 7798092890441, LEXAPRO 15 X 7 CMP, , ESPECIALIDADES, , 1477, LUNDBECK, 21086.400, 01/07/2025, 11/09/2024
507564, 7640114724718, 7794207000088, FERROLOGIC 5 AMP, , ESPECIALIDADES, , 591, OFAR SOC. ANONIMA, 65821.000, 30/08/2024, 
507710, 7791909304414, 7791909304414, ISOBLOC 6.25 X 30 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 12291.780, 26/06/2025, 
507726, 7791909304582, 7791909304582, ISOBLOC 12.5 X 30 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 15391.490, 26/06/2025, 
508256, 7798097890149, 7798097890149, TOBRATLAS SOL OFT X 5 ML, , ESPECIALIDADES, , 581, LAB.INTERNACIONAL ARG., 13042.010, 30/06/2025, 
508652, 7798376720150, 7793081045260, DIPROGENTA CR X 20 GR, , ESPECIALIDADES, , 582, ORGANON ARGENTINA S.A., 25141.380, 01/07/2025, 
509290, 7795375000764, 7795375000764, OXICALMANS 10 X 30 CMP, , PSICOF.BOLETA, , 804, SOUBEIRAN CHOBET, 125984.700, 05/06/2025, 
509303, 7795375000771, 7795375000771, OXICALMANS 20 X 30 CMP, , PSICOF.BOLETA, , 804, SOUBEIRAN CHOBET, 189793.430, 05/06/2025, 
509319, 7795375000788, 7795375000788, OXICALMANS 40 X 30 CMP, , PSICOF.BOLETA, , 804, SOUBEIRAN CHOBET, 321587.470, 05/06/2025, 
510372, 7793081067149, 7793081067149, METICORTEN 5 X 20 CMP, , ESPECIALIDADES, , 1107, ASPEN ARGENTINA S.A., 183.220, 08/10/2020, 
513550, 7798074990046, 7798074990046, SUCROX IV COMPLEX X 5 AMP, , ESPECIALIDADES, , 1081, BIO CONTROL S.A., 75562.230, 04/09/2024, 
517304, 7796285286705, 7796285286705, DELTISONA B 4 X 20 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 8715.640, 25/06/2025, 
518055, 7798353600925, 7798353600925, PEN ORAL 500 X 18 CMP*, , ESPECIALIDADES, , 1614, PABLO CASSARA, 8070.000, 23/06/2025, 04/02/2020
518395, 7798353600918, 7798353600918, PEN ORAL 1 MILL X 18 CMP, , ESPECIALIDADES, , 1614, PABLO CASSARA, 10900.000, 23/06/2025, 
518396, 7798353606187, 7798353606187, PEN ORAL 1 MILL X 20 CMP, , ESPECIALIDADES, , 1614, PABLO CASSARA, 11900.000, 20/05/2025, 20/05/2025
519963, 7796285286736, 7796285286736, DELTISONA B GTS X 20 ML, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 8675.490, 25/06/2025, 
520852, 7796285286712, 7795312001953, DELTISONA B 8 X 20 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 20398.360, 25/06/2025, 
521491, 7790375001209, 7790375001209, RUBIFEN 20 X 30 CMP, , PSICOF.BOLETA, , 222, BAGO LABORATORIOS, 79282.320, 18/06/2025, 
525336, 7798021111395, 7798021111395, CP ACNE DUO PAK GEL 30SOB, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 28693.869, 30/04/2025, 
526634, 7794428010460, 7794428010460, CUTA CR X 20 GR, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 13667.060, 29/05/2025, 
528125, 7794207000316, 7794207000316, TRIBIOCORT CR X 20 GR, , ESPECIALIDADES, , 591, OFAR SOC. ANONIMA, 11688.000, 02/07/2025, 
529444, 7795375600704, 7795375600704, LEPTIC 0.5 X 10 CMP*, , PSICOF.LISTA 4, , 804, SOUBEIRAN CHOBET, 4456.140, 05/06/2025, 
529451, 7795375600735, 7795375600735, LEPTIC 2 X 10 CMP*, , PSICOF.LISTA 4, , 804, SOUBEIRAN CHOBET, 5559.480, 05/06/2025, 
531821, 7798113690029, 7798113690029, KINDERVAL MAX EMU X100GR*, , ESPECIALIDADES, , 593, OMICRON S.A. LAB., 12900.000, 05/06/2025, 
531984, 7798137190215, 7791763000231, GLAUCOSTAT T GTS X 2.5ML, , ESPECIALIDADES, , 1015, MAX VISION S.R.L., 28780.000, 01/07/2025, 
532655, 7798113703057, 7798113703057, GEMISTATIN 10 X 30 CMP*, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 18900.000, 19/03/2025, 
532668, 7798113703101, 7798113703101, GEMISTATIN 20 X 30 CMP*, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 24664.500, 23/04/2025, 
533400, 7795349168926, 7795349168926, QUILAREX 75 X 30 CMP, , PSICOF.LISTA 4, , 23, ARISTON S.A.C.I., 16989.859, 01/07/2025, 
535097, 7795372459800, 7795372459800, XIBRADEX VANNIER 5ML, , ESPECIALIDADES, , 853, VANNIER S.A., 10221.210, 19/06/2025, 13/07/2023
535213, 7793569485533, 7793569485533, DORLAMIDA GTS X 5 ML, , ESPECIALIDADES, , 581, LAB.INTERNACIONAL ARG., 34427.850, 30/06/2025, 
535455, 7794207000491, 7794207000491, BIOCORT GTS X 5 ML, , ESPECIALIDADES, , 591, OFAR SOC. ANONIMA, 8317.000, 02/07/2025, 
536013, 7793569006929, 7793569006929, DORLAMIDA T GTS X 5 ML, , ESPECIALIDADES, , 581, LAB.INTERNACIONAL ARG., 37215.640, 30/06/2025, 
538266, 7796363002524, 7796363002524, LA MEPREDNISONA 8 X 20CMP, , ESPECIALIDADES, , 72, BIOTENK S.A., 17190.520, 30/05/2025, 
539761, 7795337904208, 7795337904208, TOT MAG EF 24 CMP, , ESPECIALIDADES, , 792, TEMIS LOSTALO S.A., 32707.950, 24/06/2025, 
540542, 7798006302947, 7798006302947, KEMICOL F 150 MG X 1 CMP, , ESPECIALIDADES, , 251, FECOFAR ESP, 5868.890, 27/06/2025, 15/10/2024
541482, 7794207000767, 7794207000767, CARAM LEFMAR 9 UNI, , ESPECIALIDADES, , 591, OFAR SOC. ANONIMA, 4741.000, 02/07/2025, 
541900, 7798021110121, 7798021110121, CAPSON AV GEL X 100 GR, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 26414.120, 30/04/2025, 
541913, 7798021111401, 7798021111401, CAPSON AV CR X 60 GR, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 22664.150, 30/04/2025, 
543184, 7798021111449, 7798021111449, DRUM CR X 15 GR, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 12134.300, 30/04/2025, 
544971, 7795349169589, 7795349169589, QPROST 30 CMP, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 26225.369, 01/07/2025, 
545497, 7794428011795, 7794428011795, PERFRACORT CR X 30 GR, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 11658.840, 29/05/2025, 
545500, 7794428011801, 7794428011801, PERFRACORT UNG X 30 GR, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 11519.040, 29/05/2025, 
546639, 7790375001247, 7790375001247, RUBIFEN SR 20 X 30 CMP, , PSICOF.BOLETA, , 222, BAGO LABORATORIOS, 102712.940, 18/06/2025, 
547262, 7795348424511, 7795348424511, RENACENZ 5 AMP X 10 ML, , ESPECIALIDADES, , 477, LAB. RICHMOND S.A.C.I.F., 258446.230, 19/06/2025, 
547639, 7798021111456, 7798021111456, DRUM B CR X 15 GR, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 16454.830, 30/04/2025, 
547971, 7794428011887, 7794428011887, DESALER 5 X 10 CMP, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 8709.450, 29/05/2025, 
547972, 7794428011894, 7794428011894, DESALER 5 X 30 CMP, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 24608.250, 29/05/2025, 
548013, 7795372459794, 7795372459794, XIBRAX 0.3  X 5 ML, , ESPECIALIDADES, , 853, VANNIER S.A., 8711.210, 27/05/2025, 14/08/2024
548655, 7795372460882, 7795372460882, VITAMINA D GTS X 10 ML, , ESPECIALIDADES, , 853, VANNIER S.A., 7711.200, 27/05/2025, 09/01/2025
554432, 7795347000327, 7795347000327, MULTIN GTS X 20 ML, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 5800.420, 27/06/2025, 
554742, 7798006301810, 7798006301810, IBUPROFENO FECO JAR X90ML, , ESPECIALIDADES, , 251, FECOFAR ESP, 579.960, 01/09/2023, 
554772, 7795347000402, 7795347000402, NOVEMINA 10 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 7092.620, 27/06/2025, 06/05/2024
554800, 7794207000590, 7794207000590, OTOLEF HC GTS X 5 ML, , ESPECIALIDADES, , 591, OFAR SOC. ANONIMA, 4458.000, 07/05/2025, 
556091, 7795347000501, 7795347000501, PYRALVEX X 10 ML, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 10614.680, 27/06/2025, 
558039, 7794207003997, 7794207003997, NAFAZOLEX GTS X 20 ML, , ESPECIALIDADES, , 591, OFAR SOC. ANONIMA, 4385.000, 02/07/2025, 
558468, 7798118063125, 7798118063125, ACENOCOUMAROL ROSPA4X20C*, , ESPECIALIDADES, , 9945, ROSPAW, 23999.710, 01/07/2025, 
558597, 7793569485168, 7793569485168, LATLAS FRESH GEL OFTX10GR, , ESPECIALIDADES, , 581, LAB.INTERNACIONAL ARG., 20758.830, 30/06/2025, 
558726, 7793569485137, 7793569485137, EPIOFTAL GTS OFT X 5 ML, , ESPECIALIDADES, , 581, LAB.INTERNACIONAL ARG., 23059.810, 30/06/2025, 
560171, 7798021111470, 7798021111470, ACLER 5  CR X 20 GR, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 49922.410, 30/04/2025, 
561539, 7795376002279, 7795376002279, GOBBIBESTROL 30 CMP, , ESPECIALIDADES, , 298, GOBBI - NOVAG S.A., 90878.320, 30/05/2025, 
562713, 7798006301940, 7798006301940, BIDEON BIOTIC PLUSGTSX5ML, , ESPECIALIDADES, , 251, FECOFAR ESP, 8910.350, 27/06/2025, 
563626, 7795372001238, 7795372001238, VALUCA PLUS X 10 CMP, , ESPECIALIDADES, , 853, VANNIER S.A., 6899.570, 27/05/2025, 30/03/2023
563768, 7798006302077, 7798006302077, AMOXICILINA FECO DUOX70ML, , ESPECIALIDADES, , 251, FECOFAR ESP, 11000.610, 29/05/2025, 
565155, 7798006301933, 7798006301933, BIDEON BIOTIC GTS X 5 ML, , ESPECIALIDADES, , 251, FECOFAR ESP, 8059.330, 27/06/2025, 
567013, 7794207083876, 7794207083876, FORZAK 50 X 2 CMP MAST, , ESPECIALIDADES, , 591, OFAR SOC. ANONIMA, 4461.000, 06/06/2025, 
567997, 7795359000551, 7795359000551, REUMOL DICLO FTE GELX50GR, , ESPECIALIDADES, , 94, CABUCHI S.A., 12125.640, 23/05/2025, 
568500, 7793569006981, 7793569006981, TIMOBRIM GTS X 5 ML, , ESPECIALIDADES, , 581, LAB.INTERNACIONAL ARG., 30381.600, 30/06/2025, 
568955, 7792796484098, 7792796484098, METANIS 10 OV*, , ESPECIALIDADES, , 66, INST.BIOLOGICO ARG.SACI., 1601.390, 21/06/2023, 
569339, 7798118063170, 7798118063170, CLOPIDOGREL ROSPAW 75X30C, , ESPECIALIDADES, , 9945, ROSPAW, 49060.610, 01/07/2025, 
574071, 7798006302107, 7798006302107, MAGNAL PDA X 20 GR, , ESPECIALIDADES, , 251, FECOFAR ESP, 9451.220, 27/06/2025, 
574197, 7798021111524, 7798021111524, SALPAD T SH X 150 ML, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 17222.610, 30/04/2025, 
574755, 7791829019450, 7791829019450, SINDOL 600 X 10 CAP, , ESPECIALIDADES, , 525, MICROSULES ARG. S.A. ESP, 8051.840, 01/07/2025, 
577542, 7792796000021, 7792796000021, NOVOPRESSINA-V X 5 AMP, , ESPECIALIDADES, , 66, INST.BIOLOGICO ARG.SACI., 140999.650, 17/06/2025, 
577784, 7793569485304, 7793569485304, MOFLAG GTS X 5 ML, , ESPECIALIDADES, , 581, LAB.INTERNACIONAL ARG., 35632.870, 30/06/2025, 
578068, 7793569485151, 7793569485151, LATLAS TEARS GTS X 15 ML, , ESPECIALIDADES, , 581, LAB.INTERNACIONAL ARG., 12290.000, 30/06/2025, 
579984, 7793569006943, 7793569006943, GLAUNOT GTS X 2.5 ML, , ESPECIALIDADES, , 581, LAB.INTERNACIONAL ARG., 27665.940, 30/06/2025, 
580000, 7793569485557, 7793569485557, GLAUCOGESIC GTS X 2.5 ML, , ESPECIALIDADES, , 581, LAB.INTERNACIONAL ARG., 26936.580, 30/06/2025, 
583926, 7793569006998, 7793569006998, TOBRAMICINA ATLAS GTSX5ML, , ESPECIALIDADES, , 581, LAB.INTERNACIONAL ARG., 9889.340, 30/06/2025, 
585955, 7798021290588, 7798021290588, FOSFALAX ENEMA X 135 ML, , ESPECIALIDADES, , 9971, LAFEDAR, 12712.020, 20/06/2025, 05/09/2024
586997, 7795372001245, 7795372001245, VALUCA FLEX X 10 CMP, , ESPECIALIDADES, , 853, VANNIER S.A., 6912.220, 27/05/2025, 19/07/2021
587522, 7793742006203, 7793742000461, ACNOXIN LOC X 140 ML, , ESPECIALIDADES, , 16, ANDROMACO LAB. S.A.C. ESP, 29487.070, 01/07/2025, 
587523, 7793742000461, 7793742000461, ACNOXIN SPRAY X 140 ML, , ESPECIALIDADES, , 16, ANDROMACO LAB. S.A.C. ESP, 35871.700, 01/07/2025, 
587524, 7793742006319, 7793742006319, ACNOXIN GEL X 45 GR, , ESPECIALIDADES, , 16, ANDROMACO LAB. S.A.C. ESP, 24238.840, 01/07/2025, 29/06/2018
588697, 7791763337993, 7791763337993, DONIQ GEL DERM X 30 GR, , ESPECIALIDADES, , 693, RAYMOS MEGALABS ARGENTINA, 24582.430, 01/07/2025, 
589713, 7792796000045, 7792796000045, METRONIDA BIOL 500 X10 OV, , ESPECIALIDADES, , 66, INST.BIOLOGICO ARG.SACI., 8915.640, 10/06/2025, 
590813, 7798038280015, 7798038280015, NACLIN 7  SOL/NEB X 60AMP, , ESPECIALIDADES, , 1665, QUIMICA LUAR S.R.L., 188500.000, 28/04/2025, 
590939, 7798095330364, 7798095330364, VALUCNE E 4  LOC X 100 ML, , ESPECIALIDADES, , 861, VALUGE S.A., 18071.770, 01/07/2025, 17/02/2025
591197, 7798015781108, , ADACEL X 1 DS, , ESPECIALIDADES, , 1374, SANOFI  PASTEUR S.A., 155593.080, 01/07/2025, 15/01/2020
