Troquel, Codigo de barras, Codigo de barras 2, Descripcion, Descripcion extendida, Rubro, SubRubro, Cod.Labo, Laboratorio, Costo s/IVA, Publico, Vigencia, Fecha Alta
6000223, 8710103786672, 8710103786672, VASO AVENT STRAW9+NENE200, AVENT VASO APRENDISAJE +9 MESES NENE X 200 ML, PERFUMERIA, ACC BEBE, 1278, AVENT, 21978.010, 0.000, 11/10/2024, 14/10/2024
6000224, 8710103786689, 8710103786689, VASO AVENT STRAW NENE 300, VASO AVENT STRAW CUP NENE X 300 ML, PERFUMERIA, ACC BEBE, 1278, AVENT, 22877.720, 0.000, 24/01/2025, 23/01/2025
6000228, 7798028002757, 7798028002757, MANTE CACAO LISFAR X1BLIS, BLISTER X1, PERFUMERIA, PROTEC LABIAL, 482, LISTEN S.A., 1748.410, 0.000, 14/11/2024, 28/03/2019
6000238, 7790064004139, 7790064004139, ESTRELLA BB PANAL XXG 34, ESTRELLA BABY PANAL CARICIAS DE ALGODON XXGR X34UN, PERFUMERIA, PANALES, 431, BUYANOR S.A., 18744.120, 0.000, 28/02/2025, 12/04/2019
6000244, 7798028009565, 7798028009565, BOLSA A/CAL LISFAR SUPER, , ACCES/VARIOS, BOLS AGUA CALIE, 482, LISTEN S.A., 4853.030, 0.000, 12/08/2024, 25/04/2019
6000254, 382900147031, 382900147031, AGUJ BD ULTRAFINE31G5X100, AGUJ INSU ULTRAFINE 0.25 31G 5MM X 100 UNI, COSMIATRIA, PROD.MEDICO, 1121, CELNOVA DIABETES, 24732.970, 43638.370, 24/06/2025, 
6000257, 382900121031, 382900121031, AGUJ BD ULTRAFINE31G8X100, , COSMIATRIA, PROD.MEDICO, 1121, CELNOVA DIABETES, 24732.970, 43638.370, 24/06/2025, 
6000258, 382903204892, 382903204892, AGUJ BD ULTRAFINE32G4X100, , COSMIATRIA, PROD.MEDICO, 1121, CELNOVA DIABETES, 24732.970, 43638.370, 24/06/2025, 
6000261, 0070942306171, 070942306171, GUM PALILLOS INT640 MED40, GUM PALILLOS SOFT PINKS MEDIUM X 40 UNI 640, PERFUMERIA, ACCESORIOS, 812, SUNSTAR, 4044.030, 0.000, 09/12/2024, 16/05/2019
6000262, 7798033011577, 7798033011577, MANTE CACAO A SUFA FRUTI, , PERFUMERIA, PROTEC LABIAL, 763, SUFARMA RED PROFESIONAL, 1224.440, 0.000, 12/03/2025, 16/05/2019
6000263, 7798033011560, 7798033011560, MANTE CACAO A SUFA CHICLE, , PERFUMERIA, PROTEC LABIAL, 763, SUFARMA RED PROFESIONAL, 1224.440, 0.000, 12/03/2025, 16/05/2019
6000264, 7798033011591, 7798033011591, MANTE CACAO A SUFA CHOCO, , PERFUMERIA, PROTEC LABIAL, 763, SUFARMA RED PROFESIONAL, 1224.440, 0.000, 12/03/2025, 16/05/2019
6000266, 7798033011584, 7798033011584, MANTE CACAO A SUFA SANDIA, , PERFUMERIA, PROTEC LABIAL, 763, SUFARMA RED PROFESIONAL, 1224.440, 0.000, 12/03/2025, 16/05/2019
6000282, 8710103779834, 8710103779834, VASO AVENT EASY 9+NENE260, AVENT VASO EASY +9 MESES NENE X 260 ML, PERFUMERIA, ACC BEBE, 1278, AVENT, 13777.920, 0.000, 29/05/2025, 30/05/2025
6000283, 8710103779827, 8710103779827, VASO AVENT EASY 9+NENA260, AVENT VASO EASY +9 MESES NENA X 260 ML, PERFUMERIA, ACC BEBE, 1278, AVENT, 17222.390, 0.000, 23/06/2025, 30/05/2025
6000315, 7790274000730, 7790274000730, AGUA ALIBOUR PARA X 250ML, AGUA DE ALIBOUR PARAFARM X 250ML, COSMIATRIA, FARMACOPEA, 745, SAPORITI S.A., 1012.100, 0.000, 08/06/2025, 21/04/2022
6000318, 0048526006182, 048526006182, CHUP NUBY MORDILLO SILIC, CHUPETE NUBY MORDILLO SILICONA, PERFUMERIA, CHUPETE/MORDILL, 1793, NUBY, 9085.880, 0.000, 09/05/2025, 30/10/2021
6000326, 048526677627, 048526677627, PLATO NUBY C/CUCHARA, PLATO NUBY C/CUCHARA, PERFUMERIA, ACC BEBE, 1793, NUBY, 17947.240, 0.000, 09/05/2025, 09/11/2021
6000328, 048526057061, 048526057061, SUJETACHUP NUBY C/CLIP, SUJETACHUPETES NUBY C/CLIP, ACCES/VARIOS, PRODUC BEBES/NN, 1793, NUBY, 6730.400, 0.000, 09/05/2025, 28/06/2024
6000332, 048526011926, 048526011926, MAMA NUBY NAT TOUCH X270, MAMADERA NUBY NATURAL TOUCH X270ML, PERFUMERIA, MAMADERA/TETINA, 1793, NUBY, 12338.820, 0.000, 09/05/2025, 28/06/2024
6000333, 048526923946, 048526923946, MAMA NUBY NAT TOUCH X360, MAMADERA NUBY NATURAL TOUCH X360ML, PERFUMERIA, MAMADERA/TETINA, 1793, NUBY, 13011.410, 0.000, 09/05/2025, 28/06/2024
6000334, 048526014866, 048526014866, MAMA NUBY TRIPLE FLUJO240, MAMADERA NUBY TRIPLE FLUJO X240ML, PERFUMERIA, MAMADERA/TETINA, 1793, NUBY, 5608.430, 0.000, 09/05/2025, 28/06/2024
6000336, 0793585828441, 793585828441, ESPONJA NUBY CUCURUCHO, ESPONJA NUBY CUCURUCHO, ACCES/VARIOS, PRODUC BEBES/NN, 1793, NUBY, 7851.640, 0.000, 09/05/2025, 28/06/2024
6000338, 048526007820, 048526007820, MORDI NUBY BANANA, , ACCES/VARIOS, PRODUC BEBES/NN, 1793, NUBY, 10768.180, 0.000, 09/05/2025, 28/06/2024
6000348, 048526104116, 048526104116, VASO NUBY 360 WOND C/TAPA, VASO NUBY WONDER C/TAPA X 300ML, ACCES/VARIOS, PRODUC BEBES/NN, 1793, NUBY, 14726.850, 0.000, 09/05/2025, 05/06/2024
6000349, 048526104109, 048526104109, VASO NUBY 360 WONDER C/AS, VASO NUBY 360 WONDER C/ASAS X240, ACCES/VARIOS, PRODUC BEBES/NN, 1793, NUBY, 15676.910, 0.000, 09/05/2025, 29/10/2021
6000357, 048526104369, 048526104369, VASO NUBY C/PORTA CEREALE, VASO NUBY C/SORBETE Y PORTA CEREAL C/TAPA, ACCES/VARIOS, PRODUC BEBES/NN, 1793, NUBY, 15030.680, 0.000, 09/05/2025, 29/10/2021
6000372, 048526042784, 048526042784, BABERO NUBY ATRAPA MIGAS, BABERO NUBY ATRAPA MIGAS, ACCES/VARIOS, PRODUC BEBES/NN, 1793, NUBY, 8076.330, 0.000, 09/05/2025, 05/06/2024
6000374, 048526055647, 048526055647, PORTA CEREAL NUBY C/ASAS, PORTA CEREAL NUBY DESIGN C/ASAS, ACCES/VARIOS, PRODUC BEBES/NN, 1793, NUBY, 9422.260, 0.000, 09/05/2025, 29/10/2021
6000378, 048526098453, 048526098453, VASO NUBY A/DERR C/TAPA, VASO NUBY SORBETE A/DERRAME C/TAPA DESLIZANTE, ACCES/VARIOS, PRODUC BEBES/NN, 1793, NUBY, 14805.980, 0.000, 09/05/2025, 29/10/2021
6000380, 7790274524144, , AGUA PURIFIC PARA BID 10L, AGUA DESMINERALIZADA P/PREPARADOS, COSMIATRIA, FARMACOPEA, 745, SAPORITI S.A., 13621.440, 0.000, 27/03/2025, 12/10/2016
6000384, 048526011933, 048526011933, MAMA NUBY NAT TOUCH X180, MAMADERA NUBY NATURAL TOUCH X180ML, PERFUMERIA, MAMADERA/TETINA, 1793, NUBY, 11665.480, 0.000, 09/05/2025, 28/06/2024
6000387, 48526100491, 048526100491, VASO NUBY ASAS BOQ SIL240, VASO NUBY CON MANIJA Y BOQUILLA SILICONA X240ML, ACCES/VARIOS, PRODUC BEBES/NN, 1793, NUBY, 10768.180, 0.000, 09/05/2025, 28/06/2024
6000391, 048526057870, 048526057870, CHUP NUBY SILI C/AMORT CH, CHUPETE NUBY SILICONA C/AMORTIGUACION CHICO, ACCES/VARIOS, PRODUC BEBES/NN, 1793, NUBY, 5383.730, 0.000, 09/05/2025, 28/06/2024
6000392, 7798028002689, 7798028002689, PASTILL MULTIFUNCION LISF, PASTILLERO MULTI CORTA PASTILLA/TRITURADOR LISFAR, ACCES/VARIOS, PASTILLEROS, 482, LISTEN S.A., 5373.310, 0.000, 12/08/2024, 22/05/2019
6000403, 7793957000140, 7793957000140, ALCO SANIC 70 DESINF X1LT, ALCOHOL PLASTICO SANICOL AL 70 DESINFECTANTE X 1LT, COSMIATRIA, PROD.MEDICO ACC, 83, ALCOFRAC S.A., 1718.980, 0.000, 05/06/2025, 19/01/2024
6000407, 7793957000096, 7793957000096, ALCO GEL SANIC A/BAC 1000, , COSMIATRIA, PROD.MEDICO ACC, 83, ALCOFRAC S.A., 2592.500, 0.000, 05/06/2025, 19/01/2024
6000408, 7793957000164, 7793957000164, ALCO GEL SANIC A/BACT 500, , COSMIATRIA, PROD.MEDICO ACC, 83, ALCOFRAC S.A., 1611.620, 0.000, 05/06/2025, 19/01/2024
6000414, 7798101910177, 7798101910177, ALGO EJEMPLAR CLASICO x65, ALGODON EJEMPLAR CLASICO x65, PERFUMERIA, ALGODON, 482, LISTEN S.A., 481.900, 0.000, 07/04/2025, 15/02/2018
6000417, 7798101910214, 7798101910214, ALGO EJEMPLAR CLASICOx140, ALGODON EJEMPLAR CLASICO x140, PERFUMERIA, ALGODON, 482, LISTEN S.A., 983.910, 0.000, 07/04/2025, 15/02/2018
6000418, 7798101910207, 7798101910207, ALGO EJEMPLAR CLASICOx300, ALGODON EJEMPLAR CLASICO x300, PERFUMERIA, ALGODON, 482, LISTEN S.A., 2128.010, 0.000, 07/04/2025, 15/02/2018
6000419, 7798101910085, 7798101910085, ALGO EJEMPLAR CLASICOx500, ALGODON EJEMPLAR CLASICO x500, PERFUMERIA, ALGODON, 482, LISTEN S.A., 3005.970, 0.000, 07/04/2025, 15/02/2018
6000423, 7798277882094, 7798277882094, ANDADOR PLEG DEMA PASO, ANDADOR DEMA PLEGABLE PASO A PASO ANCH51 JL913L, COSMIATRIA, PROD.MEDICO ACC, 832, SALUDTEX S.A., 74102.800, 0.000, 10/03/2025, 06/11/2023
6000424, 7798277882179, 7798277882179, ASIENTO ELEVA INOD DEMA D, ASIENTO ELEVA INOD APOY BRAZ/REG/DESMONT ELIN-CL, PERFUMERIA, ORTOPEDIA, 832, SALUDTEX S.A., 79661.120, 0.000, 10/03/2025, 27/05/2019
6000428, 7798277882148, 7798277882148, REGATON MULETA DEMA X1, REGATON REPUESTO MULETA DEMA X1, PERFUMERIA, ORTOPEDIA, 832, SALUDTEX S.A., 1781.200, 0.000, 14/06/2024, 27/05/2019
6000429, 7798028002955, COFIA, COFIA DESC X 100 UNI LIST, , COSMIATRIA, PROD.MEDICO ACC, 482, LISTEN S.A., 4110.280, 0.000, 22/05/2025, 29/05/2019
6000436, 7793957000034, , ALCO PLA SANIC 1LT X12UNI, ALCOHOL SANICOL LIQUIDO 1LT X12UNI, COSMIATRIA, PROD.MEDICO ACC, 83, ALCOFRAC S.A., 23716.800, 0.000, 05/06/2025, 
6000437, 7790274897019, , ALCO ISOPRO PARA X 1 LT, , COSMIATRIA, FARMACOPEA, 745, SAPORITI S.A., 17696.721, 0.000, 23/04/2025, 17/06/2025
6000438, 7790139003616, , ALCO PLA BIALC X250ML 15U, , COSMIATRIA, PROD.MEDICO ACC, 607, PORTA HNOS S.A., 15078.560, 0.000, 21/04/2025, 24/06/2023
6000446, 7790139003630, 7790139003630, ALCO PLA BIALC X500ML 12U, ALCOHOL BIALCOHOL LIQUIDO 500ML X12UNI, COSMIATRIA, PROD.MEDICO ACC, 607, PORTA HNOS S.A., 19713.020, 0.000, 21/04/2025, 11/01/2016
6000449, 7793957000232, 7793957000423, ALCO SANIC 70 BIDON 5LT, ALCOHOL SANICOL AL 70 DESINFECTANTE BIDON X5LT, COSMIATRIA, PROD.MEDICO ACC, 83, ALCOFRAC S.A., 10084.520, 0.000, 05/06/2025, 19/01/2024
6000452, 7790139003623, 7790139003623, ALCO PLA BIALC 1000ML 12U, ALCOHOL BIALCOHOL LIQUIDO 1000ML X 12UNI, COSMIATRIA, PROD.MEDICO ACC, 607, PORTA HNOS S.A., 34617.200, 0.000, 21/04/2025, 11/01/2016
6000453, 7793957000058, 7793957000058, ALCO GEL SANIC A/BACT 250, , COSMIATRIA, PROD.MEDICO ACC, 83, ALCOFRAC S.A., 1130.880, 0.000, 05/06/2025, 19/01/2024
6000456, 7793957000024, SANI500, ALCO PLA SANIC 500ML X20U, ALCOHOL SANICOL LIQUIDO 500ML X20UNI, COSMIATRIA, PROD.MEDICO ACC, 83, ALCOFRAC S.A., 22496.800, 0.000, 05/06/2025, 
6000457, 7793957000092, CERE500, ALCO PLA SANI CERE 500X20, ALCOHOL SANICOL LIQUIDO CEREAL 500ML X 20UNI, COSMIATRIA, PROD.MEDICO ACC, 83, ALCOFRAC S.A., 23668.000, 0.000, 24/02/2025, 
6000459, 7793957000145, , ALCO PLA SANI CERE1000X12, ALCOHOL SANICOL LIQUIDO CEREAL 1LT X12UNI, COSMIATRIA, PROD.MEDICO ACC, 83, ALCOFRAC S.A., 26410.560, 0.000, 24/02/2025, 
6000482, 7790064000230, 7790064000230, ESTRELLA ALGO PREMIUM X75, ESTRELLA ALGODON PREMIUN X 75 GR, PERFUMERIA, ALGODON, 431, BUYANOR S.A., 1119.740, 0.000, 03/06/2025, 
6000483, 7790064000247, 7790064000247, ESTRELLA ALGO PREMIUM 150, ESTRELLA ALGODON PREMIUN X 150 GR, PERFUMERIA, ALGODON, 431, BUYANOR S.A., 2137.850, 0.000, 03/06/2025, 
6000484, 7790064101814, 7790064101814, ESTRELLA ALGO SUPER X 75, ESTRELLA ALGODON SUPER PRACTIPACK X 75 GR, PERFUMERIA, ALGODON, 431, BUYANOR S.A., 756.770, 0.000, 03/06/2025, 
6000488, 7798033010594, 7798033010594, ALGO A SUFA SUP ZIP X75GR, C/CIERRE ZIPPER SUPER X 75 GR, PERFUMERIA, ALGODON, 763, SUFARMA RED PROFESIONAL, 773.740, 0.000, 20/09/2024, 26/01/2015
6000489, 7790064000124, 7790064000124, ESTRELLA ALGO CLASIC X140, ESTRELLA ALGODON CLASICO X 140 GR, PERFUMERIA, ALGODON, 431, BUYANOR S.A., 1376.460, 0.000, 03/06/2025, 22/06/2015
6000491, 7790064001661, 7790064001661, ESTRELLA ALGO CLASIC X500, ESTRELLA ALGODON CLASICO X 500 GRS, PERFUMERIA, ALGODON, 431, BUYANOR S.A., 3932.760, 0.000, 03/06/2025, 05/05/2025
6000494, 048526103027, 048526103027, VASO NUBY MANIJ/BOQUILL, VASO NUBY C/MANIJA Y BOQUILLA FLUJO DIRECTO X240, ACCES/VARIOS, MAMADE/TETI/ARO, 1793, NUBY, 9422.260, 0.000, 09/05/2025, 29/10/2021
6000499, 048526052776, 048526052776, CUCHARA NUBY LARGA X2, CUCHARA NUBY LARGA X 2 CAMBIA COLOR C/TEMPERATURA, ACCES/VARIOS, PRODUC BEBES/NN, 1793, NUBY, 7627.680, 0.000, 09/05/2025, 30/10/2021
6000500, 7790064001701, 7790064001701, ESTRELLA ALGO SUPER X 100, ESTRELLA ALGODON SUPER X 100 GR, PERFUMERIA, ALGODON, 431, BUYANOR S.A., 1080.120, 0.000, 03/06/2025, 
6000503, 7798185442213, 7798185442213, LAMINAS IMANT 4X6 X100 BO, LAMINAS IMANTADAS BONIFICADAS 4X6 X 100, ACCES/VARIOS, PUBLICIDAD FCIA, 194, DROG.LOPEZ S.H., 0.010, 0.000, 22/08/2019, 27/09/2024
6000505, 7790064001718, 7790064001718, ESTRELLA ALGO SUPER X 200, ESTRELLA ALGODON SUPER X 200 GR, PERFUMERIA, ALGODON, 431, BUYANOR S.A., 1997.650, 0.000, 03/06/2025, 
6000509, 7790064002029, 7790064002029, ESTRELLA ALGO POMPON X 50, ESTRELLA ALGODON POMPONES X 50 UNIDADES, PERFUMERIA, ALGODON, 431, BUYANOR S.A., 1748.660, 0.000, 03/06/2025, 
6000510, 7790064001725, 7790064001725, ESTRELLA ALGO SUPER X 400, ESTRELLA ALGODON SUPER X 400 GR, PERFUMERIA, ALGODON, 431, BUYANOR S.A., 3675.670, 0.000, 03/06/2025, 
6000529, 0041333001098, 041333001098, PILA DURAC AAA BLI X 4U, , ACCES/VARIOS, , 387, GENOMMA, 3957.990, 0.000, 06/06/2025, 08/03/2022
6000557, 7798277882001, 7798277882001, ANDADOR PLEG DEMA TIJERA, ANDADOR DEMA PLEGABLE TIJERA ANCH57 JL9145L, COSMIATRIA, PROD.MEDICO ACC, 832, SALUDTEX S.A., 74102.810, 0.000, 07/05/2025, 21/06/2019
6000563, 7798028880256, 7798028880256, ANDADOR PLEG/FIJ ALUM3015, ANDADOR PLEG SILFAB FIJO/MOVIL ALUMINIO 3015, COSMIATRIA, PROD.MEDICO ACC, 776, SILVESTRIN FABRIS S.R.L., 64574.240, 0.000, 09/06/2025, 
6000568, 7798028882304, 7798028882304, BAST ALUM SILF CURVO B903, , COSMIATRIA, PROD.MEDICO ACC, 776, SILVESTRIN FABRIS S.R.L., 14391.440, 0.000, 09/06/2025, 
6000578, 7798028882274, , ANDADOR RUEDA A1038 X 2, , PERFUMERIA, ORTOPEDIA, 776, SILVESTRIN FABRIS S.R.L., 15336.320, 0.000, 09/06/2025, 
6000583, 7798083390042, , AMBAY GUIRAL 25 GR X 5 UN, AMBAY GUIRAL 25GR X5UNI ASMA.BRONQUITIS.TOS, ACCES/VARIOS, HIERB.MEDICIN., 317, PRODUCTOS GUIRAL S.R.L., 1844.640, 0.000, 08/10/2024, 22/11/2022
6000587, 7790139101053, 7790139101053, ALCO BIALC 70SPR MANOS100, ALCOHOL BIALCOHOL AL 70 DESINFEC MANOS SPRAY 100, COSMIATRIA, PROD.MEDICO ACC, 607, PORTA HNOS S.A., 1324.420, 0.000, 21/04/2025, 12/05/2021
6000592, 7790139100988, 7790139100988, ALCO GEL BIALC C/GLIC 1LT, ALCOHOL BIALCOHOL GEL CON GLICERINA X 1LT, COSMIATRIA, PROD.MEDICO ACC, 607, PORTA HNOS S.A., 3162.560, 0.000, 21/04/2025, 12/06/2024
6000599, 7793957000065, 7793957000065, ALCO GEL SANIC A/BACT 65, , COSMIATRIA, PROD.MEDICO ACC, 83, ALCOFRAC S.A., 585.600, 0.000, 24/02/2025, 19/01/2024
6000601, 070942003193, 070942003193, GUM CEP DEN 535 TECHNX2, GUM CEPILLO DENTAL TECHNIQUE SENSITIVE X 2 UNI 528, PERFUMERIA, CEPILLOS DENTAL, 812, SUNSTAR, 5114.120, 0.000, 09/12/2024, 26/06/2019
6000612, 0070942003247, 070942003247, GUM CEP DEN 525 TDEEPX2, GUM CEPILLO DENTAL DEEP CLEAR X 2 UNI 525, PERFUMERIA, CEPILLOS DENTAL, 812, SUNSTAR, 5114.120, 0.000, 09/12/2024, 28/06/2019
6000613, 7798164560036, 7798164560036, TERMOME HIPO P/BAN-DORMIT, TERMOMETRO HIPOPOTAMO P/BANO-DORMITORIO, PERFUMERIA, ACC BEBE, 977, KUIDAR, 18404.420, 0.000, 16/01/2025, 29/06/2019
6000618, 7798164561170, 7798164561170, TERMOME FANTE P/BAN-DORMI, TERMOMETRO FANTE P/BANO-DORMITORIO, PERFUMERIA, ACC BEBE, 977, KUIDAR, 18404.420, 0.000, 16/01/2025, 29/06/2019
6000632, 7798028880683, 7798028880683, MASC JUEGO SILF(MAS NN+AD, MASCARAS NN Y ADULTOS, COSMIATRIA, PROD.MEDICO ACC, 776, SILVESTRIN FABRIS S.R.L., 2389.360, 0.000, 09/06/2025, 
6000634, 070942127158, 070942127158, GUM CEP DEN SUP1396X3+C, GUM CEPILLO DENTAL SUPREME MEDIO 3X2 1396, PERFUMERIA, CEPILLOS DENTAL, 812, SUNSTAR, 4130.220, 0.000, 09/12/2024, 04/07/2019
6000637, 7792631039803, 7792631039803, MEDI 5FINA EMB 8-15 N2051, , PERFUMERIA, ORTOPEDIA, 1399, LAUDA SOCKS, 24803.770, 0.000, 12/05/2025, 05/07/2019
6000638, 7798185445145, 7798185445145, PACK 4 MIX BOLS P/DESP, , ACCES/VARIOS, PUBLICIDAD FCIA, 194, DROG.LOPEZ S.H., 690000.000, 0.000, 17/03/2025, 17/04/2024
6000639, 7798195445152, , PACK 5 MIX BOLS P/DESP, , ACCES/VARIOS, PUBLICIDAD FCIA, 194, DROG.LOPEZ S.H., 179000.000, 0.000, 16/09/2024, 08/08/2022
6000642, 7798028880935, 7798028880935, AMPO PLA SILF +MASC AD/NN, , COSMIATRIA, PROD.MEDICO ACC, 776, SILVESTRIN FABRIS S.R.L., 3430.580, 0.000, 09/06/2025, 
6000647, 7797811997126, 7797811997126, MANTE CACAO EWE X 12 U, , COSMIATRIA, , 218, EWE S.A. ACC, 28418.350, 49860.000, 23/06/2025, 10/07/2019
6000649, 7896007550043, 7794626011818, PLENI ROPA FEM P/M X 8, PLENITUD ROPA INTERIOR FEMME INC MODER P/M X 8, PERFUMERIA, PAN/INC ADULTO, 159, KIMBERLY-CLARK ARGENTINA, 16403.900, 0.000, 05/05/2025, 18/07/2019
6000650, 7896007550050, 7896007550050, PLENI ROPA FEM G/XG X 8, PLENITUD ROPA INTERIOR FEMME INC MODER G/XG X 8, PERFUMERIA, PAN/INC ADULTO, 159, KIMBERLY-CLARK ARGENTINA, 16403.900, 0.000, 05/05/2025, 18/07/2019
6000669, 7798068820892, , DASIPA TINT M 03 AMBAY 60, , ACCES/VARIOS, PROD. NATURALES, 189, DASIPA S.R.L., 2136.680, 0.000, 17/01/2025, 12/09/2019
6000687, 7790520028082, 7790520028082, PATO DISCO GEL ACT LAVAND, PATO DISCO GEL ADHESIVO LAVANDA, PERFUMERIA, AROMATIZANTES, 1325, S.C.JOHNSON, 5171.050, 0.000, 09/06/2025, 18/09/2019
6000691, 7798361510124, 7798361510124, PANO LAV PAD MANZANILLA10, PANO LAVADO PAD MANZANILLA/ALOE/GLICERINA X10, PERFUMERIA, OTROS, 482, LISTEN S.A., 2379.680, 0.000, 14/05/2024, 24/09/2019
6000692, 7798361510131, 7798361510131, PANO LAV PAD SEC BACT 10, PANO LAVADO JAB PAD SECO A/BACT CLORHEXIDINA X10, PERFUMERIA, OTROS, 482, LISTEN S.A., 2514.960, 0.000, 14/05/2024, 24/09/2019
6000728, 7798083390066, , ANIS ESTRELLADO GUIRA10X5, ANIS ESTRELL GUIRAL 10G X5U DIGES.GASES.DOL ESTOMA, ACCES/VARIOS, HIERB.MEDICIN., 317, PRODUCTOS GUIRAL S.R.L., 5452.790, 0.000, 26/12/2023, 23/02/2023
6000732, 7798083390073, , ANIS SEMILLA GUIRAL 10GX5, ANIS SEMILL GUIRAL 10G X5U DIGETSIVO.GASES, ACCES/VARIOS, HIERB.MEDICIN., 317, PRODUCTOS GUIRAL S.R.L., 2468.060, 0.000, 07/03/2024, 02/11/2022
6000735, 7798083390127, , CUASSIA GUIRAL 25 GR X5UN, CUASSIA GUIRAL 25GR X5U PEDICULOSIS, ACCES/VARIOS, HIERB.MEDICIN., 317, PRODUCTOS GUIRAL S.R.L., 1981.280, 0.000, 06/03/2024, 22/11/2022
6000736, 7798083390134, , EUCALIPTUS GUIRAL 25GX5UN, EUCALIPTUS GUIRAL 25X5 RESFRIO.TOS.CATARRO.BRONQUI, ACCES/VARIOS, HIERB.MEDICIN., 317, PRODUCTOS GUIRAL S.R.L., 1797.670, 0.000, 06/03/2024, 22/11/2022
6000739, 7798083390264, , ROMPEPIEDRA GUIRAL 25GX5U, ROMPEPIEDRA GUIRAL 25X5 CALCULO VESICULA.RINON, ACCES/VARIOS, HIERB.MEDICIN., 317, PRODUCTOS GUIRAL S.R.L., 3125.640, 0.000, 07/05/2024, 02/11/2022
6000740, 7791229152856, 7791229152856, PANAL APO COMO CLAS EG 10, PANAL APOSITO COMODIN CLASICO EXTRA GRANDE X10, PERFUMERIA, PAN/INC ADULTO, 325, HISAN S.A., 3329.410, 0.000, 05/03/2024, 
6000741, 7791229152948, 7791229152948, PANAL APO COMO BASI GRX50, PANAL APOSITO COMODIN BASICO RECTO GRANDE 50, PERFUMERIA, PAN/INC ADULTO, 325, HISAN S.A., 14042.260, 0.000, 05/03/2024, 
6000742, 7791229152955, 7791229152955, PANAL APO COMO BASI EGX50, PANAL APOSITO COMODIN BASICO RECTO EXTRA GRANDE 50, PERFUMERIA, PAN/INC ADULTO, 325, HISAN S.A., 14812.230, 0.000, 05/03/2024, 
6000743, 7791229153259, 7791229153259, PANAL APO COMO BASI GRX20, PANAL APOSITO COMODIN BASICO GRANDE X20, PERFUMERIA, PAN/INC ADULTO, 325, HISAN S.A., 5617.040, 0.000, 05/03/2024, 28/09/2023
6000748, 7791229008054, 7791229008054, PANAL APO COMO CLAS EG 20, PANAL APOSITO COMODIN CLASICO EXTRA GRANDE X20, PERFUMERIA, PAN/INC ADULTO, 325, HISAN S.A., 6658.800, 0.000, 05/03/2024, 
6000749, 7791229000089, 7791229000089, PANAL APO COMO CLAS GR 20, PANAL APOSITO COMODIN CLASICO GRANDE X20, PERFUMERIA, PAN/INC ADULTO, 325, HISAN S.A., 6225.420, 0.000, 05/03/2024, 
6000751, 7791229000928, 7791229000928, APOS COMO ULT INC MOD X10, APOSITO COMODIN ADULTO INCONTINENCIA MODERADA ME10, PERFUMERIA, PAN/INC ADULTO, 325, HISAN S.A., 1352.350, 0.000, 05/03/2024, 
6000752, 7791229000935, 7791229000935, APOS COMO REF PAN AD ME10, APOSITO COMODIN ADULTO REFUERZA PANAL MEDIANO 10, PERFUMERIA, PAN/INC ADULTO, 325, HISAN S.A., 1352.350, 0.000, 05/03/2024, 
6000753, 7791229001710, 7791229001710, APOS POS P COMO ULT x10, APOSITO COMODIN POST PARTO ULTRA X 10 UNI, PERFUMERIA, PAN/INC ADULTO, 325, HISAN S.A., 1207.070, 0.000, 05/03/2024, 
6000763, 7791229152788, 7791229152788, PANAL APO COMO CLAS GR 10, PANAL APOSITO COMODIN CLASICO GRANDE X10, PERFUMERIA, PAN/INC ADULTO, 325, HISAN S.A., 3112.710, 0.000, 05/03/2024, 
6000772, 7797321000118, 7797321000118, APOS GASANA 20X20 (3u), APOSITO GASANA POS QUIRURGICO 20X20 3UNI, COSMIATRIA, PROD.MEDICO ACC, 448, LAB. GASANA S.R.L., 4672.440, 0.000, 04/03/2024, 21/06/2017
6000773, 7797321000156, 7797321000156, APOS GASANA 15X20 (4u), APOS GASANA POS QUIRURGICO ESTERIL 10X20 4UNI, COSMIATRIA, PROD.MEDICO ACC, 448, LAB. GASANA S.R.L., 5609.340, 0.000, 04/03/2024, 
6000774, 7797321000101, 7797321000101, APOS GASANA 15X15 (5u), APOSITO GASANA POR QUIRURGICO ESTERIL 15X15 5UNI, COSMIATRIA, PROD.MEDICO ACC, 448, LAB. GASANA S.R.L., 5609.340, 0.000, 04/03/2024, 
6000775, 7797321000149, 7797321000149, APOS GASANA 10X20 (5u), APOSITO GASANA POS QUIRURGICO ESTERIL 10X20 5UNI, COSMIATRIA, PROD.MEDICO ACC, 448, LAB. GASANA S.R.L., 5609.340, 0.000, 04/03/2024, 
6000776, 7797321000095, 7797321000095, APOS GASANA 10X10 (8u), APOSITO GASANA POS QUIRURGICO ESTERIL 10X10 8UNI, COSMIATRIA, PROD.MEDICO ACC, 448, LAB. GASANA S.R.L., 5609.300, 0.000, 04/03/2024, 
6000777, 7797321000132, 7797321000132, APOS GASANA 7X20 (7u), APOSITO GASANA POS QUIRURGICO 7X20 7UNI, COSMIATRIA, PROD.MEDICO ACC, 448, LAB. GASANA S.R.L., 5609.340, 0.000, 04/03/2024, 
6000780, 7796733098270, 7796733098270, SET APPER CORT UNA GR/CH, SET APPER CORTA UNA GRANDE Y CHICO +LIMA, PERFUMERIA, ACC PERFUMERIA, 713, R3, 2517.890, 0.000, 07/07/2025, 09/06/2023
